hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,214,2015,October,40,2,2,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,258,NULL,0,Transient,41.4,0,0,Check-Out,10/7/2015
Resort Hotel,0,192,2015,October,40,3,2,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,38.07,0,0,Check-Out,10/7/2015
Resort Hotel,0,270,2015,September,40,28,3,7,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,95,NULL,0,Transient,52,0,0,Check-Out,10/8/2015
Resort Hotel,0,84,2015,October,40,1,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,80,0,0,Check-Out,10/8/2015
Resort Hotel,0,50,2015,October,40,1,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,NULL,0,Transient,61.65,0,2,Check-Out,10/8/2015
Resort Hotel,0,50,2015,October,40,1,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,NULL,0,Transient,63.08,0,2,Check-Out,10/8/2015
Resort Hotel,0,45,2015,October,40,1,2,5,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,56,0,1,Check-Out,10/8/2015
Resort Hotel,0,55,2015,October,40,1,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,243,NULL,0,Contract,39.68,0,2,Check-Out,10/8/2015
Resort Hotel,0,77,2015,September,40,28,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,72.1,0,0,Check-Out,10/8/2015
Resort Hotel,0,112,2015,September,40,28,3,7,2,0,0,HB,POL,Direct,Direct,0,0,0,E,E,1,No Deposit,250,NULL,0,Transient,111.8,0,0,Check-Out,10/8/2015
Resort Hotel,0,55,2015,October,40,1,2,5,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,NULL,0,Contract,31.5,0,0,Check-Out,10/8/2015
Resort Hotel,0,4,2015,October,41,6,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,146,NULL,0,Transient,43,1,0,Check-Out,10/8/2015
Resort Hotel,0,34,2015,September,40,28,3,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,39.95,0,0,Check-Out,10/8/2015
Resort Hotel,0,315,2015,September,40,29,2,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,71.26,0,0,Check-Out,10/8/2015
Resort Hotel,0,80,2015,September,40,27,4,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,243,NULL,0,Contract,85.14,0,0,Check-Out,10/8/2015
Resort Hotel,0,7,2015,October,41,7,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,319,0,Transient,81,0,0,Check-Out,10/8/2015
Resort Hotel,0,3,2016,November,48,20,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,NULL,319,0,Transient,52.8,0,0,Check-Out,11/21/2016
Resort Hotel,0,80,2015,September,40,27,4,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,55.64,0,1,Check-Out,10/8/2015
Resort Hotel,0,83,2015,October,41,6,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,56,0,2,Check-Out,10/8/2015
Resort Hotel,0,0,2015,October,41,5,1,2,2,0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,F,2,No Deposit,240,NULL,0,Transient,65,1,1,Check-Out,10/8/2015
Resort Hotel,0,53,2015,October,41,4,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,No Deposit,250,NULL,0,Transient,65.4,1,2,Check-Out,10/8/2015
Resort Hotel,0,273,2015,October,41,4,2,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314,NULL,0,Contract,48.6,0,0,Check-Out,10/8/2015
Resort Hotel,0,69,2015,October,40,1,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,243,NULL,0,Transient,73.43,0,2,Check-Out,10/8/2015
Resort Hotel,0,1,2015,October,41,6,0,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,93,1,0,Check-Out,10/8/2015
Resort Hotel,0,50,2015,October,40,1,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Transient,50.03,0,0,Check-Out,10/8/2015
Resort Hotel,0,20,2015,October,40,2,2,5,2,0,0,BB,LVA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,NULL,0,Transient-Party,44.5,0,1,Check-Out,10/9/2015
Resort Hotel,0,182,2015,October,40,2,2,5,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,2,NULL,0,Transient,43.2,0,0,Check-Out,10/9/2015
Resort Hotel,0,35,2015,September,40,28,3,8,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,61.7,0,0,Check-Out,10/9/2015
Resort Hotel,0,82,2015,September,40,29,2,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,42.5,0,1,Check-Out,10/9/2015
Resort Hotel,0,67,2015,October,41,4,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,52.4,0,1,Check-Out,10/9/2015
Resort Hotel,0,21,2015,October,41,7,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,47,0,1,Check-Out,10/9/2015
Resort Hotel,0,53,2015,September,40,29,2,8,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,68,0,0,Check-Out,10/9/2015
Resort Hotel,0,216,2015,September,40,30,2,7,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,105,NULL,0,Transient,145.02,1,0,Check-Out,10/9/2015
Resort Hotel,0,64,2015,September,40,29,2,8,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Contract,79.8,0,0,Check-Out,10/9/2015
Resort Hotel,0,246,2015,October,41,8,0,1,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,G,0,No Deposit,251,NULL,0,Transient-Party,41.4,0,0,Check-Out,10/9/2015
Resort Hotel,0,239,2015,October,40,2,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,36.13,0,0,Check-Out,10/9/2015
Resort Hotel,0,246,2015,October,41,8,0,1,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,G,0,No Deposit,251,NULL,0,Transient-Party,41.4,0,0,Check-Out,10/9/2015
Resort Hotel,0,0,2015,October,41,5,1,3,2,0,0,FB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,NULL,174,0,Transient-Party,109,0,0,Check-Out,10/9/2015
Resort Hotel,0,0,2015,October,41,5,1,3,2,0,0,FB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,NULL,174,0,Transient-Party,109,0,0,Check-Out,10/9/2015
Resort Hotel,0,246,2015,October,41,8,0,1,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,251,NULL,0,Transient-Party,41.4,0,0,Check-Out,10/9/2015
Resort Hotel,0,0,2015,October,41,5,1,3,2,0,0,FB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,174,0,Transient-Party,109,0,0,Check-Out,10/9/2015
Resort Hotel,0,13,2015,October,41,7,0,2,2,0,0,FB,PRT,Complementary,Direct,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,0,1,2,Check-Out,10/9/2015
Resort Hotel,0,0,2015,October,41,5,1,3,2,0,0,FB,PRT,Corporate,Corporate,0,0,0,A,H,0,No Deposit,NULL,174,0,Transient-Party,109,0,0,Check-Out,10/9/2015
Resort Hotel,0,0,2015,October,41,5,1,3,1,0,0,FB,PRT,Corporate,Corporate,0,0,0,A,H,1,No Deposit,NULL,174,0,Transient-Party,76,1,0,Check-Out,10/9/2015
Resort Hotel,0,19,2015,October,41,5,1,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,156,NULL,0,Transient,42.28,0,0,Check-Out,10/9/2015
Resort Hotel,0,62,2015,October,41,4,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,NULL,0,Transient,50.4,0,1,Check-Out,10/9/2015
Resort Hotel,0,1,2015,October,41,6,0,3,1,0,0,FB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,174,0,Transient-Party,76,0,0,Check-Out,10/9/2015
Resort Hotel,0,47,2015,October,41,5,1,3,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,15,NULL,0,Transient,46.5,0,0,Check-Out,10/9/2015
Resort Hotel,0,89,2015,October,41,5,1,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240,NULL,0,Transient,62,1,1,Check-Out,10/9/2015
Resort Hotel,0,0,2015,October,41,5,1,3,2,0,0,FB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,NULL,174,0,Transient-Party,109,0,0,Check-Out,10/9/2015
Resort Hotel,0,239,2015,September,40,29,2,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,NULL,0,Contract,40.7,0,0,Check-Out,10/9/2015
Resort Hotel,0,69,2015,October,41,4,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,NULL,0,Transient,50.4,0,1,Check-Out,10/9/2015
Resort Hotel,0,224,2015,October,40,2,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,45.9,0,0,Check-Out,10/9/2015
Resort Hotel,0,90,2015,October,41,5,1,4,1,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,47,0,0,Check-Out,10/10/2015
Resort Hotel,0,207,2015,September,40,29,2,9,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,40,NULL,0,Contract,59.89,0,1,Check-Out,10/10/2015
Resort Hotel,0,88,2015,October,41,5,1,4,2,0,0,BB,CN,Complementary,TA/TO,0,0,0,A,C,1,No Deposit,96,NULL,0,Transient,6,1,0,Check-Out,10/10/2015
Resort Hotel,0,253,2015,October,40,3,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Contract,54.4,0,0,Check-Out,10/10/2015
Resort Hotel,0,53,2015,October,40,3,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,40,NULL,0,Contract,47.33,0,0,Check-Out,10/10/2015
Resort Hotel,0,4,2015,October,41,7,0,3,2,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,1,No Deposit,250,NULL,0,Transient,67,0,0,Check-Out,10/10/2015
Resort Hotel,0,7,2015,October,41,7,0,3,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,NULL,0,Transient,70.5,0,1,Check-Out,10/10/2015
Resort Hotel,0,0,2015,October,41,9,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,NULL,0,Transient,67,0,0,Check-Out,10/10/2015
Resort Hotel,0,12,2015,October,40,3,2,5,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,116.71,0,1,Check-Out,10/10/2015
Resort Hotel,0,59,2015,October,40,3,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,8,NULL,0,Contract,67.14,1,0,Check-Out,10/10/2015
Resort Hotel,0,55,2015,October,41,5,1,4,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,1,No Deposit,314,NULL,0,Contract,52.8,0,0,Check-Out,10/10/2015
Resort Hotel,0,53,2015,October,41,5,1,4,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,59.6,0,2,Check-Out,10/10/2015
Resort Hotel,0,16,2015,October,41,9,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,274,0,Transient-Party,48,0,0,Check-Out,10/10/2015
Resort Hotel,0,7,2015,October,44,29,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,NULL,274,0,Transient,48,0,0,Check-Out,10/30/2015
Resort Hotel,0,0,2015,November,47,18,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,NULL,274,0,Transient,38,0,0,Check-Out,11/19/2015
Resort Hotel,0,0,2016,January,3,12,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,D,0,No Deposit,NULL,274,0,Transient,38,0,0,Check-Out,1/13/2016
Resort Hotel,0,0,2016,April,17,20,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,NULL,274,0,Transient,58.5,0,0,Check-Out,4/21/2016
Resort Hotel,0,3,2017,March,10,9,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,NULL,274,0,Transient,35,0,0,Check-Out,3/10/2017
Resort Hotel,0,43,2015,October,41,7,0,4,3,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,NULL,NULL,0,Contract,80,0,1,Check-Out,10/11/2015
Resort Hotel,0,9,2015,October,41,8,0,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281,NULL,0,Contract,37.8,0,0,Check-Out,10/11/2015
Resort Hotel,0,31,2015,October,41,6,0,5,3,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,NULL,NULL,0,Transient,80,0,0,Check-Out,10/11/2015
Resort Hotel,0,11,2015,October,41,10,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,4,No Deposit,281,NULL,0,Contract,45,0,0,Check-Out,10/11/2015
Resort Hotel,0,59,2015,October,41,8,0,3,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281,NULL,50,Contract,45,0,0,Check-Out,10/11/2015
Resort Hotel,0,532,2015,October,40,2,2,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,47.46,0,0,Check-Out,10/11/2015
Resort Hotel,0,7,2015,October,41,9,0,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,0,No Deposit,NULL,NULL,0,Contract,50,0,1,Check-Out,10/11/2015
Resort Hotel,0,24,2015,October,41,10,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,240,NULL,0,Transient,73,1,2,Check-Out,10/11/2015
Resort Hotel,0,17,2015,October,41,10,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,274,0,Transient,48,0,0,Check-Out,10/11/2015
Resort Hotel,0,99,2015,October,41,10,0,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,240,NULL,0,Transient,86,0,1,Check-Out,10/11/2015
Resort Hotel,0,16,2015,October,41,9,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,NULL,274,0,Transient-Party,48,0,0,Check-Out,10/11/2015
Resort Hotel,0,7,2015,October,44,29,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,NULL,274,0,Transient,48,0,0,Check-Out,10/30/2015
Resort Hotel,0,1,2015,October,41,5,1,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Group,74.82,0,1,Check-Out,10/11/2015
Resort Hotel,0,236,2015,October,41,4,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5,NULL,0,Transient,50.03,0,1,Check-Out,10/11/2015
Resort Hotel,0,5,2015,October,41,10,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,H,0,No Deposit,240,NULL,0,Transient,67,0,2,Check-Out,10/11/2015
Resort Hotel,0,31,2015,October,41,8,0,3,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250,NULL,0,Transient,80,0,1,Check-Out,10/11/2015
Resort Hotel,0,11,2015,October,41,10,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,281,NULL,0,Contract,37.8,0,0,Check-Out,10/11/2015
Resort Hotel,0,59,2015,October,41,8,0,3,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281,NULL,50,Contract,45,0,0,Check-Out,10/11/2015
Resort Hotel,0,44,2015,October,41,8,0,3,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Contract,50,0,0,Check-Out,10/11/2015
Resort Hotel,0,33,2015,October,41,8,0,3,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,NULL,NULL,0,Transient,56,1,0,Check-Out,10/11/2015
Resort Hotel,0,33,2015,October,41,8,0,3,2,1,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,67.5,0,0,Check-Out,10/11/2015
Resort Hotel,0,221,2015,October,41,10,1,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,208,NULL,0,Transient-Party,64,0,0,Check-Out,10/12/2015
Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,208,NULL,0,Transient-Party,74,0,1,Check-Out,10/12/2015
Resort Hotel,0,39,2015,October,40,2,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,71.3,0,0,Check-Out,10/12/2015
Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,208,NULL,0,Transient-Party,74,0,1,Check-Out,10/12/2015
Resort Hotel,0,221,2015,October,41,10,1,1,1,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,208,NULL,0,Transient-Party,64,0,0,Check-Out,10/12/2015
Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,208,NULL,0,Transient-Party,74,0,1,Check-Out,10/12/2015
Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,208,NULL,0,Transient-Party,74,0,1,Check-Out,10/12/2015
Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,208,NULL,0,Transient-Party,74,0,1,Check-Out,10/12/2015
Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,208,NULL,0,Transient-Party,74,0,1,Check-Out,10/12/2015
Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,208,NULL,0,Transient-Party,74,0,1,Check-Out,10/12/2015
Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,208,NULL,0,Transient-Party,74,0,1,Check-Out,10/12/2015
Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,208,NULL,0,Transient-Party,74,0,1,Check-Out,10/12/2015
Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,208,NULL,0,Transient-Party,74,0,1,Check-Out,10/12/2015
Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,208,NULL,0,Transient-Party,74,0,1,Check-Out,10/12/2015
Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,208,NULL,0,Transient-Party,74,0,1,Check-Out,10/12/2015
Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,208,NULL,0,Transient-Party,74,0,1,Check-Out,10/12/2015
Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,208,NULL,0,Transient-Party,74,0,1,Check-Out,10/12/2015
Resort Hotel,0,221,2015,October,41,10,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,208,NULL,0,Transient-Party,74,0,1,Check-Out,10/12/2015
Resort Hotel,0,221,2015,October,41,10,1,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,208,NULL,0,Transient-Party,0,0,0,Check-Out,10/12/2015
Resort Hotel,0,1,2015,October,42,11,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,76,0,1,Check-Out,10/12/2015
Resort Hotel,0,2,2015,October,42,11,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,50.4,0,1,Check-Out,10/12/2015
Resort Hotel,0,8,2015,October,41,7,1,4,3,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,1,No Deposit,281,NULL,0,Contract,72,0,0,Check-Out,10/12/2015
Resort Hotel,0,3,2015,October,42,11,1,0,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,NULL,0,Transient,83.16,0,1,Check-Out,10/12/2015
Resort Hotel,0,35,2015,October,41,6,1,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,171,NULL,0,Transient,52.5,1,0,Check-Out,10/12/2015
Resort Hotel,0,0,2015,October,42,11,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,66,0,0,Check-Out,10/12/2015
Resort Hotel,0,19,2015,October,41,10,1,1,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,240,NULL,0,Transient,66.3,0,0,Check-Out,10/12/2015
Resort Hotel,0,49,2015,October,41,7,1,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,64.8,0,2,Check-Out,10/12/2015
Resort Hotel,0,12,2015,October,41,10,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,61.5,0,1,Check-Out,10/12/2015
Resort Hotel,0,9,2015,October,41,8,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,80.25,1,0,Check-Out,10/12/2015
Resort Hotel,0,5,2015,October,41,10,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,240,NULL,0,Transient,61.5,0,2,Check-Out,10/12/2015
Resort Hotel,1,283,2015,October,42,12,2,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,E,E,0,No Deposit,273,NULL,0,Transient-Party,75.86,0,0,Canceled,10/12/2015
Resort Hotel,0,36,2015,October,41,6,1,5,2,2,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,121.17,1,0,Check-Out,10/12/2015
Resort Hotel,0,0,2015,October,42,11,1,0,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,62,1,0,Check-Out,10/12/2015
Resort Hotel,0,17,2015,October,41,8,1,3,1,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,193,NULL,0,Transient,53,1,0,Check-Out,10/12/2015
Resort Hotel,0,16,2015,October,41,10,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,61.5,0,1,Check-Out,10/12/2015
Resort Hotel,0,2,2015,October,42,11,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,50.4,0,1,Check-Out,10/12/2015
Resort Hotel,0,1,2015,October,42,11,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,50.4,0,0,Check-Out,10/12/2015
Resort Hotel,0,1,2015,October,42,11,1,0,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient,106,0,1,Check-Out,10/12/2015
Resort Hotel,0,0,2015,October,42,12,1,0,2,0,0,HB,ESP,Online TA,TA/TO,1,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,106,0,1,Check-Out,10/13/2015
Resort Hotel,0,0,2015,October,42,11,1,0,2,2,0,BB,LTU,Online TA,TA/TO,0,0,0,G,H,0,No Deposit,240,NULL,0,Transient,106,1,0,Check-Out,10/12/2015
Resort Hotel,1,287,2015,October,42,15,1,3,2,0,0,BB,GBR,Groups,Corporate,0,1,0,A,I,1,No Deposit,NULL,223,0,Transient-Party,44.5,0,0,Canceled,10/12/2015
Resort Hotel,0,0,2015,October,42,12,0,0,2,1,0,BB,PRT,Corporate,Corporate,1,0,0,A,I,0,No Deposit,NULL,NULL,0,Transient,0,0,0,Check-Out,10/12/2015
Resort Hotel,0,277,2015,October,41,6,2,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,E,E,0,No Deposit,273,NULL,0,Transient-Party,77.29,0,0,Check-Out,10/13/2015
Resort Hotel,0,277,2015,October,41,6,2,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,D,E,0,No Deposit,273,NULL,0,Transient-Party,68.74,0,0,Check-Out,10/13/2015
